title	text
ແຄນໂທ	<p>ແຄນໂທ (ຫວຽດນາມ: Cần Thơ), ແມ່ນ ນະຄອນໃຫຍ່ອັນດັບທີ 4 ຂອງຫວຽດນາມ, ແລະແມ່ນນະຄອນໃຫຍ່ທີ່ສຸດຕາມເຂດ ທົ່ງພຽງແມ່ນ້ຳຂອງ ຂອງຫວຽດນາມ. ເປັນ​ທີ່​ຕັ້ງ​ຂອງ ​ຕະຫຼາດ​ລອຍ​ນ້ຳ, ໝູ່​ບ້ານ​ເຮັດ ​ເຈ້ຍ, ​ແລະ ຄອງ ​ຊົນນະບົດ​ທີ່​ສວຍ​ງາມ. ມັນ​ມີ​ປະ​ຊາ​ກອນ​ປະ​ມານ 1.507.187 ໃນ​ປີ 2024​, ແລະ​ຕັ້ງ​ຢູ່​ໃນ​ຝັ່ງ​ພາກ​ໃຕ້​ຂອງ Hậu ​, ເປັນ ​ຈໍາ​ຫນ່າຍ ​ຂອງ ​ແມ່​ນໍ້າ​ຂອງ ​.</p>
ພຸດທະສັກກະຣາດ	<p>ພຸດທະສັກກະຣາດ (ຫຍໍ້: ພ.ສ) ແມ່ນຊຸດຂອງປະຕິທິນສຸລິຍະຈັນທະຄະຕິທີ່ໃຊ້ໃນ ທິເບດ, ກໍາປູເຈຍ, ລາວ, ມຽນມາ, ບັງກະລາເທດ, ອິນເດຍ, ສີລັງກາ, ໄທ ແລະ ຫວຽດນາມ ລວມທັງໃນ ປະເທດມາເລເຊຍ ແລະ ສິງກະໂປ ແລະໂດຍ ປະຊາກອນຈີນ ສໍາລັບໂອກາດທາງສາສະຫນາຫຼືທາງການ. ​ເຖິງ​ວ່າສັກກະຣາດເຫຼົ່າ​ນີ້​ມີ​ຕົ້ນ​ກຳ​ເນີດ​ທີ່ຄືກັນ, ​ແຕ່​ອາດ​ຈະ​ມີ​ຄວາມ​ແຕກ​ຕ່າງ​ໃນ​ການ​ຈັດ​ປະ​ຕິ​ທິນ, ຊື່​ເດືອນ ​ການ​ໃຊ້ວັດຕະຈັກ, ​ແລະ ອື່ນໆເຊັ້ນ ​ໃນ​ປະ​ເທດ​ໄທ, ພ.ສ ແມ່ນລະບົບການນັບປີທີ່ໃຊ້ໃນປະຕິທິນສຸລິຍະຄະຕິແບບດັ້ງເດີມຂອງໄທ. ປະຈຸບັນ, ປະຕິທິນທາງຈັນທະຄະຕິຂອງພຸດທະສາສະນິກະຊົນສ່ວນຫຼາຍແມ່ນໃຊ້ໃນງານບຸນຂອງຊາວພຸດເຖວະຣາດ, ໃນຂະນະທີ່ປະຕິທິນພຸດທະສັກກະຣາດຂອງໄທ, ເຊິ່ງເປັນປະຕິທິນເກຣກໍຣີ ແມ່ນປະຕິທິນທີ່ເປັນທາງການໃນປະເທດໄທ.</p>
ສາທາລະນະ​ລັດ ປະຊາທິປະ​ໄຕ ຫວຽດນາມ	<p>ສາທາລະນະ​ລັດ ປະຊາທິປະ​ໄຕ ຫວຽດນາມ (ຫວຽດນາມ: "Việt Nam Dân chủ Cộng hòa") ​ແມ່ນ​ລັດ​ໜຶ່ງ​ໃນ​ພາກ​ພື້ນ​ອາຊີ​ຕາ​ເວັນ​ອອກ​ສ່ຽງ​ໃຕ້​ທີ່​ປະທານ​ໂຮ່ຈິ​ມິນ ​ໄດ້​ປະກາດ​ສ້າງ​ຕັ້ງ​ຂຶ້ນ​ໃນ​ວັນ​ທີ 2 ກັນຍາ 1945 ດ້ວຍ​ນະຄອນຫຼວງ​ຮ່າ​ໂນ້ຍ. ດ້ວຍ​ການ​ເລືອກ​ຕັ້ງ​ທົ່ວ​ໄປ​ປີ 1946, ສາ​ທາ​ລະ​ນະ​ລັດ​ປະ​ຊາ​ທິ​ປະ​ໄຕ​ຫວຽດ​ນາມ​ໄດ້​ກາຍ​ເປັນ​ລັດ​ອະ​ທິ​ປະ​ໄຕ​ທົ່ວ​ຜືນ​ແຜ່ນ​ດິນ​ຫວຽດ​ນາມ​ຢ່າງ​ເປັນ​ທາງ​ການ, ໄດ້​ຮັບ​ການ​ອະ​ນຸ​ມັດ​ຈາກ​ສະ​ພາ​ແຫ່ງ​ຊາດ​ຫວຽດ​ນາມ​ຄັ້ງ​ທຳ​ອິດ ເຖິງ​ແມ່ນ​ວ່າ​ບາງ​ເຂດ​ດິນ​ແດນ​ໃນ​ເວ​ລາ​ນັ້ນ​ຖືກ​ຄວບ​ຄຸມ​ໂດຍ​ກຳ​ລັງ​ຕ່າງ​ປະ​ເທດ​ຢ່າງ​ແທ້​ຈິງ. ລັດ​ອື່ນໆ. ​ໃນ​ເວລາ​ສິ້ນ​ສຸດ​ສົງຄາມ​ອິນ​ດູ​ຈີນ​ຄັ້ງ​ທີ 1, ຜືນ​ແຜ່ນດິນ​ຂອງ​ຫວຽດນາມ​ໄດ້​ຖືກ​ແບ່ງ​ອອກ​ເປັນ 2 ​ເຂດ​ການ​ທະຫານ​ຊົ່ວຄາວ​ຕາມ​ຂໍ້​ຕົກລົງ​ເຈ​ນີວາ. ຕາມ​ຂໍ້​ຕົກລົງ​ເຈ​ນີວາ​ປີ 1954, ​ເຂດ​ດິນ​ແດນ​ພາຍ​ໃຕ້​ການ​ຄຸ້ມ​ຄອງ​ບໍລິຫານ​ຂອງ​ສາທາລະນະ​ລັດ​ປະຊາທິປະ​ໄຕ​ຫວຽດນາມ ມີ​ຊາຍ​
ເສັ້ນທາງໂຮ່ຈີມິນ	<p>ເສັ້ນທາງໂຮ່ຈີມິນ (ຫວຽດນາມ: "Đường mòn Hồ Chí Minh") ແມ່ນເສັ້ນທາງ Logistics ຍຸດທະສາດ ລວມມີຕາໜ່າງການຂົນສົ່ງທາງທະຫານ, ແລ່ນຈາກດິນແດນພາກເໜືອ ຫວຽດນາມ ເຖິງດິນແດນພາກໃຕ້ ຫວຽດນາມ, ທິດຕາເວັນອອກ ເຈີ່ນເຊີນ (Trường Sơn) ຜ່ານພາກກາງຂອງຫວຽດນາມ ແລະທິດຕາເວັນຕົກຂອງເຈື່ອງເຊີນ, ມີພາກສ່ວນໜຶ່ງຜ່ານລາວລຸ່ມ ແລະ ກຳປູເຈຍ. ນີ້​ແມ່ນ​ເສັ້ນ​ທາງ​ຍຸດ​ທະ​ສາດ​ຍຸດ​ທະ​ສາດ​ທີ່​ສຳຄັນ​ໄດ້​ສະໜອງ​ກຳລັງ​ທະຫານ ​ແລະ ພາຫະນະ​ຂົນ​ສົ່ງ, ອາວຸດ​ຍຸດ​ໂທ​ປະກອນ ​ເພື່ອ​ໜູນ​ຊ່ວຍ​ກອງທັບ​ປົດ​ປ່ອຍ​ພາກ​ໃຕ້​ຢູ່​ສະໜາມ​ຮົບ​ຫວຽດນາມ​ໃຕ້, ​ໃນ​ໄລຍະ 16 ປີ (1959-1975) ຂອງ​ສົງຄາມ​ຫວຽດນາມ. ປະຈຸ​ບັນ, ຫຼາຍ​ແຫ່ງ​ຢູ່​ເສັ້ນ​ທາງ​ຕາ​ເວັນ​ຕົກ​ເຈື່ອງ​ເຊີນ (​ເຂດ​ດິນ​ແດນ​ລາວ) ​ໄດ້​ກາຍ​ເປັນ​ເຂດ​ປະ​ຖິ້ມ​ໄວ້, ​ແລະ ​ໄດ້​ຮັບ​ການ​ກໍ່ສ້າງ​ບາງ​ຈຸດ​ໃຫ້​ກາຍ​ເປັນ​ຮ່ອງຮອຍ​ປະຫວັດສາດ.</p>
ຊາຍແດນ ລາວ-ຫວຽດນາມ	<p>ຊາຍແດນ ລາວ-ຫວຽດນາມ ແມ່ນ​ເສັ້ນ​ຊາຍ​ແດນ​ສາ​ກົນ​ລະ​ຫວ່າງ​ສອງ​ປະ​ເທດ ລາວ-ຫວຽດ​ນາມ. ເສັ້ນ​ຊາຍ​ແດນ​ຍາວ 2,161 ກິ​ໂລ​ແມັດ (1,343 ແມັດ​) ແລະ​ແລ່ນ​ຈາກ​ຊາຍ​ແດນ​ກັບ​ຈີນ​ໃນ​ພາກ​ເຫນືອ​ໄປ​ຊາຍ​ແດນ​ກັບ​ກໍາ​ປູ​ເຈຍ​ໃນ​ພາກ​ໃຕ້​. ຊາຍແດນເລີ່ມຕົ້ນຢູ່ໃນພາກເຫນືອຢູ່ທີ່ຈຸດເຊື່ອມຕໍ່ກັບຈີນແລະແລ່ນຜ່ານທາງທິດຕາເວັນອອກສຽງໃຕ້. ຈາກນັ້ນ, ມັນຫັນໄປທາງທິດຕາເວັນຕົກ, ໂດຍຫຍໍ້ໂດຍໃຊ້ແມ່ນ້ຳຊຳ, ກ່ອນທີ່ຈະຫັນໄປທາງທິດຕາເວັນອອກສຽງໃຕ້ ແລະ ໄປຕາມຂອບເຂດ ເຈື່ອງເຊີນ ແລະ ໄລຍະໜຶ່ງ, ແມ່ນ້ຳເຊໂປນ, ສິ້ນສຸດເຂດຊາຍແດນກຳປູເຈຍ-ລາວ-ຫວຽດນາມ.</p>
ຊາຍແດນລາວ-ມຽນມາ	<p>ເສັ້ນ​ຊາຍ​ແດນ​ລາວ-ມຽນມາ ເປັນ​ເສັ້ນ​ຊາຍ​ແດນ​ລະ​ຫວ່າງ​ອາ​ນາ​ເຂດ​ຂອງ ​ລາວ ແລະ ມຽນ​ມາ. ຊາຍແດນແມ່ນ 238 ກິໂລແມັດ (148 mi) ມີຄວາມຍາວ ແລະ ແລ່ນລຽບຕາມລຳ ແມ່ນ້ຳຂອງ ຈາກ ຈຸດສາມຫຼ່ຽມ ກັບ ຈີນ ຢູ່ທາງເໜືອໄປຫາຈຸດສາມຫຼ່ຽມກັບ ປະເທດໄທ ໃນພາກໃຕ້. ຊາຍແດນເລີ່ມຕົ້ນທາງທິດເໜືອທີ່ຈຸດສາມຫຼ່ຽມກັບຈີນທີ່ຈຸດປະ ເທດຂອງແມ່ນ້ໍານານລາກັບແມ່ນ້ໍາຂອງ, ແລ້ວເຂົ້າໄປໃນທິດຕາເວັນຕົກສຽງໃຕ້ລົງໄປເຖິງສາມແຈກັບປະເທດໄທ, ຕິດກັບ ແມ່ນ້ໍາກົກ, ໄປທາງທິດຕາເວັນອອກ. ຂອງ​ແມ່​ນ້ຳ​ຂອງ​ປະ​ມານ​ເຄິ່ງ​ໜຶ່ງ​ຕາມ​ຊາຍ​ແດນ.</p>
ຊາຍແດນຈີນ-ລາວ	<p>ຊາຍແດນຈີນ-ລາວ ເປັນຊາຍແດນລະຫວ່າງປະເທດຈີນ-ລາວ, ເຊິ່ງມີຄວາມຍາວ 505 ກິໂລແມັດ (314 ໄມ) ຈາກຈຸດສາມຫຼ່ຽມກັບມຽນມາທາງທິດຕາເວັນຕົກເຖິງສາມແຈກັບຫວຽດນາມ ທາງດ້ານຕາເວັນອອກ. ຊາຍແດນເລີ່ມຕົ້ນທາງທິດຕາເວັນຕົກຢູ່ຈຸດສາມຫຼ່ຽມກັບມຽນມາຕາມແມ່ນໍ້າຂອງ, ມຸ່ງໜ້າໄປທາງໃຕ້ຜ່ານສາຍທາງບົກທີ່ບໍ່ສະຫມໍ່າສະເຫມີ. ຫຼັງຈາກນັ້ນ, ຊາຍແດນໄດ້ຫັນໄປທາງທິດຕາເວັນອອກຢ່າງໄວວາແລະສືບຕໍ່ ທີ່ດິນ, ກ່ອນທີ່ຈະຫັນໄປທາງເຫນືອຢ່າງໄວວາ, ສືບຕໍ່ໃນທິດທາງນັ້ນເປັນໄລຍະຫນຶ່ງ, ກ່ອນທີ່ຈະຫັນໄປທາງທິດຕາເວັນອອກອີກເທື່ອຫນຶ່ງແລະຢຸດຢູ່ສາມແຈຂອງຫວຽດນາມທີ່ສູງສຸດ Shiceng Dashan. ຊາຍແດນທັງສອງດ້ານແມ່ນເປັນບ່ອນຢູ່ອາໄສຂອງຊົນເຜົ່າສ່ວນນ້ອຍສ່ວນໃຫຍ່. ພູມສັນຖານມັນເປັນພູດອຍ ແລະ ປ່າໄມ້, ມີບາງກະສິກໍາຈໍາກັດ. ດ້ານ​ຊາຍ​ແດນ​ຂອງ​ລາວ​ແມ່ນ​ແຂວງ​ຫຼວງ​ນ້ຳ​ທາ, ອຸດົມ​ໄຊ​ແລະ​ຜົ້ງ​ສາລີ, ສ່ວນ​ທັງ​ໝົດ​ຂອງ​ຈີນ​ແມ່ນ​ຂຶ້ນກັບ​ແຂວງ​ຢຸນນານ.</p>
ຊາຍແດນ ລາວ-ໄທ	<p>ຊາຍແດນ ລາວ-ໄທ ເປັນຊາຍແດນສາກົນລະຫວ່າງດິນແດນ ລາວ-ໄທ. ຊາຍແດນແມ່ນ 1,845 ຄວາມຍາວປະມານ 1,146 ໄມລ໌, ຫຼາຍກວ່າເຄິ່ງໜຶ່ງຂອງ ແມ່ນ້ຳຂອງຕາມລຳແມ່ນ້ຳຂອງ, ແລະ ແລ່ນຈາກ ຈຸດສາມຫຼ່ຽມ ກັບ ມຽນ ມາທາງທິດເໜືອໄປຫາສາມຈຸດກັບ ກຳປູເຈຍ ທາງໃຕ້. ຊາຍແດນເລີ່ມຕົ້ນທາງທິດເໜືອຢູ່ຈຸດສາມແຈກັບມຽນມາ ໃນຕອນທີ່ປະ ເທດກັນຂອງແມ່ນ້ຳ ກົກ ແລະ ແມ່ນ້ຳຂອງ, ຖັດຈາກນັ້ນໄປທາງທິດຕາເວັນອອກສຽງໃຕ້. ຈາກ​ນັ້ນ​ມັນ​ອອກ​ຈາກ​ແມ່​ນ້ຳ​ແລະ​ເດີນ​ໜ້າ​ດິນ​ລົງ​ໄປ​ທາງ​ທິດ​ໃຕ້​ກວ້າງ​ຂວາງ​ຜ່ານ​ເນີນ​ພູ​ຕ່າງໆ, ລົງ​ໄປ​ຫາ ​ແມ່​ນ້ຳ​ຮວງ. ຈາກນັ້ນ, ມັນໄປຕາມແມ່ນ້ຳນີ້ໄປທາງທິດຕາເວັນອອກສ່ຽງເໜືອ ຈົນຮອດຈຸດປະ ເທດແມ່ນຳ້ຂອງ, ຈາກຈຸດທີ່ມັນໄປຕາມແມ່ນ້ຳຂອງ ເປັນຄວາມຍາວຂອງຊາຍແດນສ່ວນໃຫຍ່. ທິດຕາເວັນຕົກສ່ຽງເໜືອຂອງ ເມືອງປາກເຊ ຊາຍແດນອອກຈາກແມ່ນໍ້າຂອງ ແລ້ວໄປຕາມສາຍ ພູດ່າງເຣກ ທິດໃຕ້ສາມແຈຕິດກັບກຳປູເຈຍ.</p>
ຊາຍແດນກຳປູເຈຍ-ລາວ	<p>ຊາຍແດນກໍາປູເຈຍ-ລາວ ເປັນຊາຍແດນລະຫວ່າງປະເທດ ກໍາປູເຈຍ-ລາວ. ຊາຍແດນ 555 ກມ (345 ໄມ) ຄວາມຍາວ ແລະ ແລ່ນຈາກຈຸດ ສາມຫຼ່ຽມ ກັບ ປະເທດໄທ ທາງທິດຕາເວັນຕົກໄປຫາສາມແຈກັບ ຫວຽດນາມ ທາງຕາເວັນອອກ. ຊາຍແດນເລີ່ມຕົ້ນທາງທິດຕາເວັນຕົກຢູ່ຈຸດສາມຫຼ່ຽມ ຕິດກັບປະເທດໄທ ຢູ່ທີ່ຈຸດສູງສຸດຂອງພະເຈົ້າຈຳປາ ໃນ ເຂດພູດ່າງເຣັກ. ຈາກນັ້ນ ຊາຍແດນດັ່ງກ່າວ ເຄື່ອນທັບຜ່ານທາງທິດຕາເວັນອອກສຽງໃຕ້, ໄປຮອດແມ່ນໍ້າຂອງ Tonle Repou ແລະ ໄປຕາມທິດຕາເວັນອອກ ໄປຫາ ແມ່ນໍ້າຂອງ. ແມ່ນ້ຳຂອງຢູ່ທີ່ນີ້ກວ້າງທີ່ສຸດ, ປະກອບເປັນເຂດໝູ່ເກາະ ສີພັນດອນ, ມີຊາຍແດນຕິດກັບທະເລສາບທາງທິດໃຕ້ຂອງແມ່ນ້ຳລຳເຊ, ກ່ອນຈະອອກ ແລະ ໄຫຼຜ່ານທາງພາກເໜືອ. ຊາຍແດນ​ດັ່ງກ່າວ​ຫັນ​ໄປ​ທາງ​ທິດຕາ​ເວັນ​ອອກ​ໄປ​ຮອດ ​ແມ່​ນ້ຳ​ກົງ ​ແລະ​ຕໍ່​ໄປ​ເປັນ​ໄລຍະ​ໜຶ່ງ, ກ່ອນ​ຈະ​ໄປ​ທາງ​ທິດຕາ​ເວັນ​ອອກ​ໄປ​ຮອດ​ສາມ​ຫຼ່ຽມ​ຂອງ​ຫວຽດນາມ ​ໃນ ​ພູ​ອັນ​ມີ​ໄມຕີ.</p>
ລະຄອນໂທລະພາບໄທ	<p>ລະຄອນໂທລະທັດໄທ (ໄທ: "ละครโทรทัศน์ไทย") ຫຼື ລະຄອນ (ໄທ: "ละคร") ເປັນປະເພດລະຄອນລະຄອນຕຸກກະຕາທີ່ນິຍົມໃນປະເທດໄທ. ປົກກະຕິແລ້ວ, ຮູບເງົາເຫຼົ່ານີ້ອອກອາກາດຈາກ 8:30 p.m. ແຕ່ລະຮູບເງົາ ລະຄອນ ແມ່ນເລື່ອງທີ່ມີຕອນຈົບທີ່ສົມບູນ, ແຕ່ອາດຈະມີພາກຕໍ່ໆກັນໄດ້. ຮູບເງົາທີ່ຄາດໄວ້ສູງ, ງົບປະມານສູງຈະອອກອາກາດໃນຕອນຄໍ່າ, ໃນຂະນະທີ່ຮູບເງົາທີ່ໂດດເດັ່ນໜ້ອຍກວ່າຈະສະແດງໃນຕອນແລງຕັ້ງແຕ່ເວລາ 5:00-18:00 ໂມງແລງ. ຮູບເງົາສ່ວນຫຼາຍແມ່ນອອກອາກາດໃນຕອນຄໍ່າ ແລະ ເວລາກາງຄືນຜ່ານຊ່ອງ CH7, CH3, OneHD (ອະດີດ CH5), CH9, CH8, GMM 25...</p>
ເອີລິງ ຮາແລນ	<p>ເອີລິງ ບຣູດ ຮາແລນ (ນໍເວ: "Erling Braut Håland"; ເກີດ​ວັນ​ທີ 21 ເດືອນ​ກໍ​ລະ​ກົດ 2000​) ເປັນ​ນັກ​ກິ​ລາ​ບານ​ເຕະ​ມື​ອາ​ຊີບ​ຂອງ​ນໍ​ເວ​ທີ່​ຫຼິ້ນ​ເປັນ ​ກອງ​ຫນ້າ ​ຂອງ​ສະ​ໂມ​ສອນ ພຣີເມຍລີກ ສະໂມສອນ ແມນເຊສເຕີ ຊີຕີ້ ແລະ ​ທີມ​ຊາດ​ນໍ​ເວ ​. ຖືວ່າເປັນໜຶ່ງໃນຜູ້ຫຼິ້ນທີ່ດີທີ່ສຸດໃນໂລກ, ລາວເປັນທີ່ຮູ້ຈັກສໍາລັບຄວາມໄວ, ຄວາມເຂັ້ມແຂງ, ການຈັດຕໍາແຫນ່ງ, ແລະການສໍາເລັດ ພາຍໃນກ່ອງ. ໃນ ລະດູການທໍາອິດໃນ ພຣີເມຍລີກ ຂອງລາວ, ຮາແລນ ໄດ້ທໍາລາຍສະຖິຕິສໍາລັບເປົ້າຫມາຍທີ່ຍິງໄດ້ຫຼາຍທີ່ສຸດໃນລະດູການດຽວ, ດ້ວຍ 36. ຮາແລນ ໄດ້ຮັບລາງວັນບຸກຄົນຫຼາຍຢ່າງແລະທໍາລາຍສະຖິຕິຕ່າງໆໃນໄລຍະການເຮັດວຽກຂອງລາວ, ລວມທັງລາງວັນ Golden Boy ປີ 2020, ໃນຂະນະທີ່ໃນປີ 2021 ລາວໄດ້ຮັບລາງວັນ Bundesliga Player of the Season, ນອກເຫນືອຈາກການເຂົ້າຮ່ວມໃນ FIFA FIFPro World11 ສໍາລັບ 2021, 2022 ແລະ 2023. ລາວຍັງໄດ້ທໍາລາຍສະຖິຕິຂອງພຣີເມຍລີກຫຼາຍໆຄັ້ງ, ລວມທັງ ການຍິງປະຕູຫຼາຍທີ່ສຸດໃນຫນຶ່ງລະ
ສົມເດັດພະເຈົ້າອຸທຸມພອນ	<p>ສົມເດັດພະເຈົ້າອຸທຸມພອນ () ຫຼື ສົມເດັດພະມະຫາທັມມະຣາຊາທິຣາດທີ່ 3 () (ພະລາຊະພົງສາວະດານພະມ້າຮຽກ ສຸຣະປະທຸມຣາຊາ) ແມ່ນພະມະຫາກະສັດລັດຊະການທີ່ 5 ແຫ່ງລາຊະວົງບ້ານພູຫຼວງ ແລະເປັນພະລາຊະໂອຣົດໃນສົມເດັດພະເຈົ້າຢູ່ຫົວບໍຣົມໂກດ ແລະມີພະສະມັນຍານາມວ່າ ຂຸນຫຼວງຫາວັດ () ສົມເດັດພະເຈົ້າອຸທຸມພອນໄດ້ຊົງດຳລົງພະລາຊະອິສະລິຍະຍົດເປັນກົມພະລາຊະວັງບໍວອນສະຖານມົງຄົນ ໃນປາຍລັດຊະການສົມເດັດພະເຈົ້າຢູ່ຫົວບໍຣົມໂກດ ພະອົງຊົງເປັນແມ່ກອງໃນການບູລະນະພະມະຫາທາດ ຫຼັງພະລາຊະບິດາສະຫວັນຄົດ ເຈົ້າຟ້າອຸທຸມພອນໄດ້ຄອງລາຊະສົມບັດເປັນລະຍະເວລາອັນສັ້ນ ຊົງສ້າງວັດຂຶ້ນຊື່ວ່າ ວັດອຸທຸມພະຣາຣາມ ຫຼື ວັດເຈົ້າຟ້າດອກເດື່ອ ແລະໂປດໃຫ້ປະຕິສັງຂອນຫຼັງຄາພະມົນດົບພະພຸດທະບາດ ຫຸ້ມທອງສອງຊັ້ນ ຢ່າງໃດກໍດີ ເຈົ້າຟ້າເອກະທັດເຊິ່ງເປັນພະເຊດຖາ (ອ້າຍ) ຊົງປາດຖະໜາລາຊະສົມບັດ ສົມເດັດພະເຈົ້າອຸທຸມພອນຈຶງຊົງສະລະລາຊະສົມບັດແລ້ວສະເດັດອອກຜະໜວດ ຈົນກະທັ່ງເກີດສົງຄາມພະເຈົ້າອະລອງພະຍາຍົກທັບມາຕີກຸງສີອະຍຸທະຢາຈຶງ
ສົມເດັດພະສັນເພັດທີ 8	<p>ສົມເດັດພຣະເຈົ້າສຸຣິເຍນທະຣາທິບໍດີ ()(ຄຳໃຫ້ການຊາວກຸງເກົ່າ) ຫຼື ສົມເດັດພຣະສັນເພັດທີ່ 8 () ຫຼື ຫຼວງສໍຣະສັກ ()ມີພະນາມເດີມວ່າ ເດື່ອ ()ເຊິ່ງພະບາດສົມເດັດພະຈຸລະຈອມເກົ້າເຈົ້າຢູ່ຫົວຊົງພະບໍຣົມຣາດຊະວິນິດໄສພະນາມວ່າເປັນ ສົມເດັດພະສັນເພັດທີ່ 8 ແມ່ນພະມະຫາກະສັດລັດຊະການທີ່ 29 ແຫ່ງອານາຈັກອະຍຸດທະຍາ ແລະເປັນພະອົງທິ່ສອງແຫ່ງລາຊະວົງບ້ານພູຫຼວງ ລາຊະວົງສຸດທ້າຍຂອງອານາຈັກອະຍຸດທະຍາ ຊົງຄອງລາດ ຄ.ສ. 1703 — ຄ.ສ. 1709</p>
ສົມເດັດພະສັນເພັດທີ 9	<p>ສົມເດັດພະທີ່ນັ່ງທ້າຍສຣະ () ຫຼື ສົມເດັດພະສັນເພັດທີ່ 9 () ຫຼື ພະເຈົ້າທ້າຍສຣະ () ຫຼື ພະເຈົ້າພູມິນທະຣາຊາ () ຫຼື ພະເຈົ້າບັນຍົງຣັດຕະນາດ () ແມ່ນພະມະຫາກະສັດໄທລັດຊະການທີ່ 30 ແຫ່ງອານາຈັກອະຍຸດທະຍາ ແລະເປັນພະອົງທີ່ສາມແຫ່ງລາຊະວົງບ້ານພູຫຼວງ ລາຊະວົງສຸດທ້າຍຂອງອານາຈັກອະຍຸດທະຍາ ຊົງຄອງລາດລະຫວ່າງ ຄ.ສ. 1709 - ຄ.ສ. 1733</p>
ສົມເດັດພະນາຣາຍມະຫາລາດ	<p>ສົມເດັດພະນາຣາຍມະຫາລາດ () ຫຼື ສົມເດັດພະຣາມາທິບໍດີທີ່ 3 () ແມ່ນພະມະຫາກະສັດລັດຊະການທີ່ 27 ແຫ່ງກຸງສີອະຍຸດທະຍາ ແລະເປັນພະມະຫາກະສັດພະອົງທີ່ 4 ແລະພະອົງສຸດທ້າຍຂອງລາຊະວົງປາສາດທອງ ໂດຍລັດຊະສະໄໝຂອງສົມເດັດພະນາຣາຍມະຫາລາດນັ້ນຈະເລີນຮຸ່ງເຮືອງທີ່ສຸດສະໄໝກຸງສີອະຍຸດທະຍາ ເນື່ອງຈາກຊົງໄດ້ຈະເລີນສຳພັນທະໄມຕີກັບພະເຈົ້າຫລຸຍທີ່ 14 ແຫ່ງຝະລັ່ງ ໃນດ້ານການຄ້າ ມີການນຳວິທະຍາການສະໄໝໄຫມ່ມາໃຊ້ໃນປະເທດໄທເປັນຄັ້ງທຳອິດ ເຮັດໃຫ້ຊົງໄດ້ຮັບການຍົກຍ້ອງວ່າເປັນ“ 1 ໃນ 8 ສົມເດັດພະບູຣະພະມະຫາກະສັດຜູ້ຍິ່ງໃຫຍ່ໃນປະເທດໄທທີ່ຊົງໄດ້ຮັບພະສະມັນຍານາມວ່າເປັນ “ມະຫາລາດ”</p>
ພົນລະເມືອງລາວ	<p>ນ. ອຳມາລາເພັດຫຼວງສີ. ພົນລະເມືອງລາວ</p>
ອາທິວະລາ ຄົງມາໄລ	<p>ອາທິວະລາ ຄົງມາໄລ (ຄຳເຄົ້າ: ອາທິວຣາຫ໌ ຄົງມາລັຍ) ເກີດ 30 ພຶດສະພາ 1979 ຊື່ຫຼິ້ນ ຕູນ () ແມ່ນນັກຮ້ອງຊາວໄທ ແລະແມ່ນຢູ່ໃນວົງດົນຕີ ບໍດີ້ສະແລມ ປະຫວັດ. ອາທິວະລາ ເກີດເມື່ອ 30 ພຶດສະພາ 1979 ທີ່ຈັງຫວັດສຸພັນບຸລີ ປະເທດໄທ ເປັນຫລານຊາຍຂອງ ແອັດ ຄາລາບາວ ລາວຈົບການສຶກສາໃນມັດທະຍົມໃນໂຮງຮຽນສວນກຸຫລາບວິດທະຍາໄລ ແລະລະດັບທີສາມຈາກມະຫາວິທະຍາໄລຈຸລາລົງກອນ ລາວໄດ້ເລີ່ມຕົ້ນໃນປະກວດດົນຕີເວທີນັກຮ້ອງໃນປີ 1996 ແລະລາວໄດ້ລົງທະບຽນໃນຄ່າຍເພງມິວສິກບັ້ກສ໌ ຈົນກ່ວາປີ 2002 ລາວເຂົ້າຮ່ວມກັບ ທະນະດົນ ຊ້າງສະເຫວກ ແລະ ລັດຖະພົນ ພັນນະເຊັດ ສ້າງຕັ້ງຂຶ້ນວົງດົນຕີຣັອກຊື່ວ່າ "ບໍດີ້ສະແລມ" ແລະພວກເຂົາແມ່ນນັກສິລະປິນຈາກຄ່າຍເພງຈີເອັມເອັມແກມມີ່ ການກຸສົນ. ລາວໄດ້ສ້າງຕັ້ງໂຄງການແລ່ນ ກ້າວຄົນລະກ້າວ ສຳລັບການແລ່ນແລະບໍລິຈາກເງິນໄປໂຮງໝໍໃນປະເທດໄທເພື່ອຊື້ອຸປະກອນການແພດ</p>
ສົມເດັດພະນະເຣສວນມະຫາລາດ	<p>ສົມເດັດພະນະເລສວນມະຫາລາດ (ໄທ:สมเด็จพระนเรศวรมหาราช) ແມ່ນພະມຫາກະສັດໄທໃນສະໝັຍອະຍຸດທະຍາ</p>
ລີນຸ	<p>ລີນຸ ຫລື ຣີອີນຸ (Romaji: Rinu) ເກີດວັນທີ່ 24 ພຶດສະພາ 1998 ແມ່ນນັກຮ້ອງຊາວຍີ່ປຸ່ນ ແລະສະມາຊິກໜ່ວຍບັນເທີງໃນວົງ Strawberry prince (ສະຕໍເບີລີ ພລິນຊ໌)</p>
