title	text
กายบริหาร	<p>*ກາຍຍະບໍລິຫານ, ການຫັດກາຍ, ການອອກກຳລັງກາຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *กาย (ກາຍ) + บริหาร (ບໍລິຫານ)</p>
ทฤษฎีสมคบคิด	<p>*ທິດສະດີສົມຄົບຄິດ; ຄວາມເຊື່ອວ່າເຫດການສຳຄັນຕ່າງ ໆ ເກີດຂຶ້ນມາຈາກການວາງແຜນລັບຂອງກຸ່ມຄົນທີ່ມີອຳນາດສູງແລະຫວັງຮ້າຍຕໍ່ສັງຄົມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ทฤษฎี (ທິດສະດີ) + สมคบ (ສົມຄົບ) + คิด (ຄຶດ), ແປມາຈາກພາສາອັງກິດ conspiracy theory (ຄັນສະປີຣະຊີ ເຕຍຣີ)</p>
นโยบาย	<p>*ນະໂຍບາຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
แบบแผน	<p>*ແບບແຜນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *แบบ (ແບບ) + แผน (ແຜນ)</p>
ระเบียบ	<p>*ລະບຽບ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
วินัย	<p>*ວິໄນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຈາກພາສາປາລີ ວິນະຍະ</p>
โน้มน้าว	<p>*ເວົ້າຊັກຊວນໃຫ້ເຫັນນຳ, ຊັກຈູງ *ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ)</p><ul><li>โน้ม (ໜ່ຽວສ່ວນປາຍໃຫ້ໂຄ້ງລົງ) + น้าว (ນ້າວ)</li></ul>
ถาม	<p>*ຖາມ *ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ)</p><ul><li>ຮ່ວມເຊື້ອສາຍນຳພາສາລາວ ຖາມ</li></ul>
ຢາກ	<ul><li>ຕ້ອງການມີຫຼືເຮັດ, ຕ້ອງການ, ປາຖະໜາ, ປະສົງ</li><li>ຫິວ</li></ul><p>*ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ต้องการ	<p>*ຕ້ອງການ *ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ)</p><ul><li>ต้อง (ຕ້ອງ) + การ (ການ)</li></ul>
วิตกกังวล	<p>*ວິຕົກກັງວົນ *ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ)</p><ul><li>วิตก (ວິຕົກ) + กังวล (ກັງວົນ)</li></ul>
ซึมเศร้า	<p>*ຊຶມເສົ້າ *ຄຳຄຸນນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ)</p><ul><li>ซึม (ຊຶມ) + เศร้า (ເສົ້າ)</li></ul>
ເຮັດ	<ul><li>ພາໃຫ້ເກີດຂຶ້ນ, ພາໃຫ້ມີຂຶ້ນ, ທຳ, ສ້າງ, ປະກອບ, ແປງ, ກໍ່, ຜະລິດ, ແຕ່ງ</li><li>ທຳຕາມແຜນເພື່ອໃຫ້ແລ້ວ, ປະຕິບັດ, ພາໃຫ້ວຽກແລ້ວຫຼືດຳເນີນໄປເຖິງຈຸດທີ່ຕ້ອງການ, ດຳເນີນການ, ປະຕິບັດງານ</li></ul><p>*ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
หน้าที่	<p>*ໜ້າທີ່ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *หน้า (ໜ້າ) + ที่ (ທີ່)</p>
ปกติ	<p>*ປົກກະຕິ *ຄຳຄຸນນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ)</p><ul><li>ຈາກພາສາປາລີ ປະກະຕິ</li></ul>
สุขภาพ	<p>*ສຸຂະພາບ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *สุข (ສຸກ) + ภาพ (ພາບ)</p>
กลไก	<p>*ກົນໄກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *กล (ກົນ) + ไก (ໄກ)</p>
ພັດທະນາ	<ul><li>ເຮັດໃຫ້ຈະເລີນ, ເຮັດໃຫ້ງອກງາມ, ເຮັດໃຫ້ກ້າວໜ້າ</li></ul><p>*ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
พัฒนา	<p>*ພັດທະນາ *ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ปรากฏการณ์	<p>*ປະກົດການ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ปรากฏ (ປະກົດ) + การณ์ (ການ)</p>
ประสาท	<p>*ປະສາດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຈາກພາສາສັນສະກິດ ປຣະສາທະ</p>
วิธี	<p>*ວິທີ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຈາກພາສາສັນສະກິດ ວິທິ ຫຼື ປາລີ ວິທິ</p>
ใน	<p>*ໃນ *ຄຳເຊື່ອມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຮ່ວມເຊື້ອສາຍກັບພາສາລາວ ໃນ</p>
นั้น	<p>*ນັ້ນ, ຫັ້ນ *ຄຳຄຸນນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຮ່ວມເຊື້ອສາຍກັບພາສາລາວ ນັ້ນ</p>
นี้	<p>*ນີ້ *ຄຳຄຸນນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຮ່ວມເຊື້ອສາຍກັບພາສາລາວ ນີ້</p>
แล้ว	<p>*(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຮ່ວມເຊື້ອສາຍກັບພາສາລາວ ແລ້ວ *ຄຳກຳມະ *ແລ້ວ *ຄຳຄຸນນາມ *ແລ້ວ</p>
ที่	<p>*(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ຮ່ວມເຊື້ອສາຍກັບພາສາລາວ ທີ່ *ຄຳຄຸນນາມ *ບ່ອນ *ຄຳແທນນາມ *ທີ່, ອັນ, ເຊິ່ງ</p>
เครื่องมือ	<p>*ເຄື່ອງມື *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *เครื่อง (ເຄື່ອງ) + มือ (ມື)</p>
จดหมาย	<p>*ຈົດໝາຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *จด (ຈົດ) + หมาย (ໝາຍ)</p>
ປະສານງານ	<ul><li>ສ້າງຄວາມສຳພັນລະຫວ່າງສ່ວນປະກອບຕ່າງ ໆ (ຂອງວຽກງານຫຼືອົງການທີ່ມີຄວາມຊັບຊ້ອນ) ເພື່ອໃຫ້ມີປະສິດທິພາບຫຼືຄວາມບັນສານ.</li></ul><p>*ຄຳກຳມະ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *ປະສານ + ງານ</p>
ທວດ	<p>*ພໍ່ແມ່ຂອງປູ່ແລະຍ່າ *ຄຳນາມ thuad</p>
ສາລະຖີ	<p>*ຄົນຂັບລົດ, ຄົນບັງຄັບມ້າ ຫລື ລົດມ້າ *ຄຳນາມ *Sa la thi *ປາລີ</p>
barge	<p>*ເຮືອບັນທຸກ, ເຮືອທ້ອງແບນ *ຄຳນາມ *</p>
eyelid	<p>*ເປືອກຕາ *ຄຳນາມ *</p>
dyspepsia	<p>ພາສາ? ອັງກິດ *ຫາຍໃຈບໍ່ຍ່ອຍ *ຄຳນາມ *</p>
biopsy	<p>*ການກວດຊິ້ນເນື້ອ *ຄຳນາມ *</p>
gastritis	<p>*ໂຣກກະເພາະອາຫານ *ຄຳນາມ *</p>
diptheria	<p>*ຄໍຕີບ *ຄຳນາມ *</p>
optic disc	<ul><li>ຂົ້ວປະສາດຕາ</li></ul><p>*ຄຳນາມ, ການແພດ *</p>
pneumonitis	<p>*ປອດອັກເສບ *ຄຳນາມ *</p>
leprosy	<ul><li>ໂຣກເລື້ອນ, ໂຣກເຮື້ອນ</li></ul><p>*ຄຳນາມ *</p>
ຫ່າ	<p>*ສິ່ງທີ່ຕົກມາເປັນເມັດ ເປັນສາຍ ເຊັ່ນ ຫ່າຝົນ *ຄຳນາມ *</p>
astigmatism	<ul><li>ສາຍຕາອຽງ</li></ul><p>*ຄຳນາມ */əˈstɪɡmətɪzm̩/ *</p>
ປາຖະກະຖາ	<p>*ການບັນຍາຍ, ສະແດງປາຖະກະຖາ *ຄຳນາມ *ປາລີ</p>
ကၠိက်	<p>ມອນ. ວິທະຍາສາດ. ຈາກ</p>
Appendix:ຢູນິໂຄດ	<p>ນີ້ແມ່ນດັດຊະນີຂອງເອກະສານຊ້ອນທ້າຍກວມເອົາແຕ່ລະບລັອກລະຫັດຢູນິໂຄດ ບັນດາລາຍການຢູ່ທີ່ນີ້ສະທ້ອນໃຫ້ເຫັນມາດຕະຖານ ໑໓.໐ ຂອງມາດຕະຖານຢູນິໂຄດ ສໍາລັບເຫດຜົນທາງດ້ານເຕັກນິກ, ບາງ“ ຈຸດເຂົ້າລະຫັດ” ຂອງຢູນິໂຄດ ແມ່ນຖືກກໍານົດແຜນທີ່ໃສ່ອັນດຽວກັນ ເບິ່ງ ສໍາລັບລາຍລະອຽດທີ່ສົມບູນ ລາຍການນີ້ຖືກສ້າງຂຶ້ນມາໂດຍອັດຕະໂນມັດຈາກຂໍ້ມູນທີ່ສະ ໜອງ ໃຫ້ໂດຍ ເບິ່ງ ໜ້າ module ນັ້ນ ສຳ ລັບລາຍລະອຽດ</p>
ພິພາດ	<ul><li>ຜິດຖຽງກັນ</li></ul><p>*ຄຳກຳມະ *</p>
ອົບພະຍົບ	<p>*ຍົກຍ້າຍຖິ່ນຖານ *ກຳມະ *</p>
ປອງ	<p>*ປະສົງ, ປາຖນາ, ຢາກໄດ້ *ກຳມະ *</p>
ທັງປວງ	<p>*ທັງໝົດ, ທັງຫລາຍ *ວ *</p>
ເຈລະຈາ	<p>*ເວົ້າກັນໄປມາ, ສົນທະນາ *ກມ *</p>
ຖ້າມກາງ	<p>*ຍ່ານກາງ, ຫວ່າງກາງ. *ຄຳນາມ *</p>
ມາຕຸພູມ	<p>*ບ້ານເກີດ, ເມືອງເກີດ. *ຄຳນາມ</p>
ເທົ້າ	<ul><li>ນ. ຕີນ</li></ul><p>*ກ. ຄໍ້າໄວ້, ຄໍ້າຊູໄວ້. *ຄຳນາມ *ກຳມະ</p><ul><li>Thao</li></ul><p>*</p>
ຂອດຂ້ຽວ	<p>*ຈັດເລັ່ງ, ບັງຄັບໃຫ້ເຮັດໂດຍໄວ. *ຄຳກຳມະ *Khod Khiew *</p>
ໂອຣົດ	<p>*ລູກຊາຍ *ຄຳນາມ *Louk sai *</p>
ອານາຈັກ	<p>*ນ. ເຂດແດນທີ່ຢູ່ໃນອຳນາດປົກຄອງ ຂອງຣັຖບານນຶ່ງໆ, ອຳນາດປົກຄອງທາງບ້ານເມືອງ ຄູ່ກັບພຸທຈັກ ທີ່ໝາຍຄວາມວ່າ ເຂດແດນປົກຄອງ ໃນພຣະພຸທສາສນາ (ປ. ອານາຈັກ) *ຄຳນາມ ພາສາ? ອອກສຽງ. A na Jak *</p>
ຜາກົດ	<p>*ປາກົດຂຶ້ນ, ປາກົດອອກມາ *ຄຳ ກມ *</p>
ແກວ	<p>*ນ. ຊື່ຄົນຊາດອານາມ, ຊື່ມັນແນວນຶ່ງເອີ້ນມັນແກວ ຫລື ມັນດ້າງ. ພາສາ? ຄວາມໝາຍ. ນ. ສ່ວນນຶ່ງຂອງເສ້ັ້ນເຊືອກ ທີ່ຝັ້ນເຂົ້າກັນ. *ຄຳນາມ</p><ul><li>Geo</li></ul><p>*</p>
ຫິງສາ	<p>*ຫຶງສາ, ກ. ຄວາມບັງບຽດ, ການທຳຮ້າຍໃຫ້, ການຄຶດໃຫ້ເຂົາໄດ້ທຸກ. *ກ *Hing Sa *</p>
ຄຳນັບ	<p>*ກ. ສະແດງຄວາມໂຄຮົບ ໂດຍກົ້ມຫົວລົງ. *ກ *</p>
ເຄົ້າ	<p>ພາສາລາວ. ນິຣຸດຕິສາດ. ຈາກ</p>
ຜາບ	<p>*ກ. ແພ້, ຊະນະ, ເຮັດໃຫ້ຢ້ານ, ກຳຮາບ. *ຄຳກຳມະ *Phab *</p>
ຜຽນ	<p>*ກ. ເທື່ອ, ຖ້ຽວ, ຄາວ, ທີ. *ກ *</p>
ເລົ້າ	<p>*ນ. ເຮືອນບ່ອນໃສ່ເຂົ້າເປືອກ, ເຮືອນບ່ອນຂອງໄກ່. *ຄຳນາມ *</p>
ຜ່ຽນ	<p>*ກ. ປ່ຽນ ເອົາແລກກັນ. *ຄຳກຳມະ *</p>
ແຜ່ຜາຍ	<p>*ຢາຍໄປກວ້າງຂວາງ *ຄຳ ກມ *</p>
ໄທ້	<p>*ນ. ຜູ່ເປັນໃຫຍ່, ຜູ່ປະເສີດ, ເທວະດາ, ຜີ. *ຄຳນາມ</p>
ແຜ້ວ	<p>*ຖາກ, ຖາງ, ຟັນ, ແທງ, ປັດ, ກວາດ *ຄຳ ກມ *Pheow</p>
ບໍລິໂພກ	<p>*1ກ. ກິນ ພາສາ? ຄວາມໝາຍ. 2 ໃຊ້ 3 ຊົມໃຊ້ 4ນ.ອາຫານ, ຜະລິດຕະພັນອາຫານ *ຄຳກຳມະ, ຄຳນາມ *Bo li Phok *</p>
ອາພອນ	<p>*ນ. ເຄື່ອງເອ້, ເຄື່ອງນຸ່ງຫົ່ມ, ເຄື່ອງປະດັບ. *ຄຳນາມ *</p>
ຕ້ອມ	<p>*ໂຮມເຂົ້າ, ເຮັດໃຫ້ແຄບລົງ *ຄຳກຳມະ *</p>
ອຸກອາດ	<p>*ລ່ວງເກີນ *ຄຳ ກມ *</p>
ໃພ້	<p>*ເມຍຂອງລູກຊາຍຮຽກວ່າ ລູກໃພ້ *ຄຳນາມ *phai *</p>
ເຊືອດ	<p>*ປາດ *ຄຳ ກມ *</p>
ໂງກເງກ	<p>*ເອນໄປເອນມາ *ຄຳ ກມ *</p>
plasma	<p>*ປລັດສະມາ, ສ່ວນນ້ຳຂອງເລືອດ, ສ່ວນນ້ຳຂອງນ້ຳເຫລືອງ *ຄຳນາມ *plasma</p>
pleurisy	<p>*ເຍື່ອຫຸ້ມປອດອັກເສບ, ເຍື່ອຫຸ້ມປອດມີນ້ຳ *ຄຳນາມ ພາສາ? ເຄົ້າ. ອັງກິດ pleurisy</p>
psychosis	<p>*ໂລກຈິດ *ຄຳນາມ *</p>
pubic bone	<p>*ກະດູກຂະໂມມ *ຄຳນາມ *</p>
rectum	<p>*ໃສ້ສຸດ, ໃສ້ຊື່ *ຄຳນາມ *</p>
rhinitis	<p>*ເຍື່ອເມືອກດັງອັກເສບ *ຄຳນາມ *</p>
scabies	<p>*ຂີ້ຫິດ *ຄຳນາມ *</p>
sinus	<p>*ຜົ້ງອາກາດ, ຮູທໍ່ນ້ອຍໆລົງມາຕາມດັງ *ຄຳນາມ *</p>
sternum	<p>*ກະດູກມີດ, ກະດູກເອິກ *ຄຳນາມ *</p>
tonsil	<p>*ຕ່ອມອາມິດານ *ຄຳນາມ *</p>
virus	<p>*ໄວຣັສ, ຈຸລະໂລກ *ຄຳນາມ *</p>
mucus	<p>*ສະເຫລດ *ຄຳນາມ *</p>
sanitation	<p>*ສຸຂາພິບານ *ຄຳນາມ *</p>
protozoa	<p>*ສັດຈຸລັງດຽວ *ຄຳນາມ *</p>
ligament	<p>*ສາຍເນັ່ງ, ສາຍເອັນ *ຄຳນາມ *</p>
conversion	<p>*ການແປງ, ປ່ຽນບາງສິ່ງ ຫລື ບາງຄົນ *ຄຳນາມ *</p>
etymology	<p>*ປະຫວັດຂອງຄຳ, ແຫລ່ງກຳເນີດຄຳ *ຄຳນາມ *</p>
ເຫດຜົນ	<ul><li>ເຫດແລະຜົນ.</li><li>ເຫດ, ການອະທິບາຍ ຫຼືການໃຫ້ເຫດຜົນຂອງການກະທຳຫຼືເຫດການ.</li></ul><p>*ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ເຫດການ	<ul><li>ເລື່ອງທີ່ເກີດຂຶ້ນ.</li><li>ສິ່ງທີ່ເກີດຂຶ້ນໂດຍສະເພາະແມ່ນສິ່ງທີ່ສຳຄັນ.</li></ul><p>*ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ວັດຖຸປະສົງ	<ul><li>ສິ່ງທີ່ແນຫຼືສະແຫວງຫາ; ເປົ້າໝາຍ.</li></ul><p>*ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ສາເຫດ	<ul><li>ຄົນຫຼືສິ່ງທີ່ເຮັດໃຫ້ມີການກະທຳ, ປະກົດການ ຫຼືພາວະເກີດຂຶ້ນ.</li></ul><p>*ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
柿右衛門	<p>柿右衛門 ຄາກີມອນ, ເຄື່ອງປັ້ນດິນເຜົາຍີ່ປຸ່ນ</p>
☉	<p>[1]: "M"☉, "L"☉, "R"☉</p>
♀	<p>[2]: ♂</p>
🜨	<p>[1, 2]: ♁ [2]: "M"🜨, "R"🜨</p>
♁	<p>[1, 2]: 🜨</p>
♂	<p>[2]: ♀</p>
⛢	<p>[1]: ♅</p>
ၚဴ	<p>ມອນ. ວິທະຍາສາດ. ຈາກ</p>
⯕	<p>[1]: ⯓</p>
ເຂົ້າຮາງ	<p>*ເຂົ້າໜຽວທີ່ບໍ່ທັນແກ່ ເອົາມາຂົ້ວ ແລ້ວຕຳເໝືອນເຂົ້າເໝົ້າ *ຄຳນາມ *Khao Hang *</p>
ສະເພົາ	<p>*ເຮືອໃບ, ເຮືອສຳເພົາ *ຄຳນາມ</p><ul><li>Sa Phao</li></ul><p>*</p>
ສັນຍະກຳ	<p>*ການຜ່າຕັດ *ຄຳນາມ *</p>
ເດຍລະດາດ	<p>*ເຕັມໄປ, ຫລວງຫລາຍພາຍມາກ *ວສ *</p>
ໄຊ້	<p>*ແທນຄືນ *ກມ ພາສາລາວ. ປະເພດ. ເຊັ່ນ: ໄຊ້ເງິນຄືນ, ຊົດໄຊ້, ໄຊ້ໜີ້ *</p>
ຄວັດ	<p>*ເອົາມື ຫລື ຕີນຄຸ້ຍອອກ *ກມ *</p>
ນິກາຍ	<p>*ພັກຝ່າຍຕ່າງໆຂອງສາສະໜາ *ຄຳນາມ *</p>
ຖວາຍ	<p>*ມອບໃຫ້ *ກມ *</p>
ພິພົບ	<p>*ໜ່ວຍໂລກ *ຄຳນາມ *</p>
ອຸດອນ	<p>*ທິດເໜືອ *ຄຳນາມ *</p>
ريح شمسية	<p>*ລົມສຸລິຍະ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ທຸດຈະລິດ	<p>*ປະພຶດຊົ່ວ ບໍ່ຊື່ສັດ *ຄຳນາມ *ປາລີ</p>
ສັນໃດ	<p>*ຢ່າງໃດ *ວິເສດ *SAN DAI *</p>
spearsmith	<p>spearsmith *ຊ່າງຫອກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
อาวุธเคมี	<p>*ອາວຸດເຄມີ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
เพศศึกษา	<p>*ເພດສຶກສາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
มดลูก	<p>*ມົດລູກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
สาธารณรัฐ	<p>*ສາທາລະນະລັດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
เหตุการณ์	<p>เหตุการณ์ *ເຫດການ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
อาชญากรรม	<p>อาชญากรรม *ອາຊະຍາກຳ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
อาชญากรรมสงคราม	<p>อาชญากรรมสงคราม *ອາຊະຍາກຳສົງຄາມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ອະນຸໂມທະນາ	<p>*ຄວາມຍິນດີນຳ *ຄຳນາມ *</p>
ອະນຸເຄາະ	<p>*ຄວາມກະລຸນາ, ຄວາມຊ່ວຍເຫຼືອ *ຄຳນາມ *</p>
heliosfero	<p>heliosfero *ເຮລີໂອສເຟຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ເຮລີໂອສເຟຍ	<p>*ກະລຸນາຊ່ອຍຂຽນຄວາມໝາຍຄຳສັບ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນໂຕຢ່າງການໃຊ້) *(ກະລຸນາຊ່ອຍຂຽນຄຳສັບກ່ຽວຂ້ອງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
vortaro	<p>vortaro *ວັດຈະນານຸກົມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
papago	<p>papago *ນົກແກ້ວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ເທັດ	<p>*ເວົ້າບໍ່ຈິງ, ຕົວະ *ຄຳວິເສດ *Thet *</p>
ປາກາສິດ	<p>*ຄຳສັ່ງເດັດຂາດ, ຄຳເວົ້າທີ່ມີອຳນາດ *ຄຳນາມ *Pa ka sid *ປາລີ</p>
ປຸກປັ່ນ	<p>*ຍຸຍົງສົ່ງເສີມໃຫ້ແຕກກັນ *ກຳມະ *</p>
ສົນລະວົນ	<p>*ອາລົມສັບວົນວຸ້ນວາຍ *ຄຳວິເສດ *</p>
ດັ້ນດ່ວນ	<p>*ຮີບໄປຮີບມາ *ຄຳກຳມະ *</p>
ບ່າວ	<p>1. ຄົນໃຊ້, ພົນລະເມືອງ, ລາສະດອນທົ່ວໄປ ພາສາ? ຄວາມໝາຍ. 2. ຊາຍໜຸ່ມ *ຄຳນາມ *</p>
ເຂົ້າງັນ	<p>*ເຂົ້າແນວທີ່ບໍ່ອອກຮວງງ່າຍ *ຄຳນາມ *</p>
ສາທາລະນູປະການ	<p>*ການກໍ່ສ້າງ ແລະ ບູລະນະປະຕິສັງຂອນ *ຄຳນາມ *</p>
ສາທາລະນູປະໂພກ	<p>*ເຄື່ອງ ຫຼື ສິ່ງທີ່ອຳນວຍຄວາມະສະດວກສະບາຍ ແລະ ປະໂຫຍດແກ່ ປຊ ທົ່ວໄປ ເຊັ່ນ: ນ້ຳປາ, ໄຟຟ້າ. *ຄຳນາມ *</p>
ສາທາລະນະໄພ	<ul><li>ໄພທີ່ເກີດຂຶ້ນແລະທຳລາຍຄົນສ່ວນຫລາຍ: ໄພນໍ້າຖ້ວມ, ອັກຄີໄພ, ວາຕະໄພ</li></ul><p>*ຄຳນາມ *</p>
gejŝo	<p>gejŝo *ເກອິຊາ *ຄຳນາມ *IPA: /ˈgej.ʃo/ *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
public security	<ul><li>ຄວາມປອດໄພສາທາລະນະ</li></ul>
Ministry of Public Security	<p>ພາສາອັງກິດ. ຄວາມໝາຍ. ກະຊວງປ້ອງກັນຄວາມສະຫງົບ</p>
sukceno	<p>sukceno *ອຳພັນ *ຄຳນາມ *IPA: /suk.ˈt͡se.no/ *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ສະບາຍດີ	<p>ສະບາຍດີ</p>
ເຈົ້າຟ້າ	<p>*ເຈົ້າແຜ່ນດິນ, ຍົດຂອງໂອລົດ ແລະ ທິດາຂອງພະເຈົ້າແຜ່ນດິນ ຮຽກວ່າ ເຈົ້າຟ້າ *ຄຳນາມ *</p>
ມິດສາວາຈາ	<p>*ຄຳເວົ້າຜິດ *ຄຳນາມ *ປາລີ</p>
ມິດສາ	<p>*ຜິດ *ຄຳນາມ *</p>
ມັດທະຍັດ	<p>*ໃຊ້ຈ່າຍພໍຄວນ, ການບໍ່ຟູມເຟືອຍ *ກຳມະ *</p>
ບຸບພະກາລີ	<p>*ຜູ້ທຳປະໂຫຍດແກ່ເຮົາມາກ່ອນ ເຊັ່ນ: ບິດາ ມານດາ ຄູບາອາຈານ ຜູ້ປົກຄອງ ແລະ ພະພຸດທະເຈົ້າທີ່ສອນໃຫ້ເຮົາຮູ້ບຸນ ບາບ. *ຄຳນາມ *</p>
ປາລາຊຶກ	<p>*ອາບັດໜັກໝວດນຶ່ງຂອງພະພິກຂຸຫາກຕ້ອງແລ້ວ ຫຼື ຜິດແລ້ວຕ້ອງຂາດຈາກຄວາມເປັນພິກຂຸ. *ຄຳນາມ *</p>
aŭtobiografio	<p>*ອັດຕະຊີວະປະຫວັດ *ຄຳນາມ *IPA: /au̯.to.bi.o.ɡra.ˈfi.o/ *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
cebirsel sayılar	<p>*ຈຳນວນພຶດຊະຄະນິດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
sừng	<p>*ເຂົາ *ຄຳນາມ * *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
.xxx	<p>*ໂດເມນລະດັບສູງສຸດສໍາລັບຜູ້ໃຫຍ່ແລະເນື້ອຫາລາມົກ. *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
